Old Lviv Restaurant, OPERATIONAL, 2228 West Chicago Avenue, Chicago, 1, 4.6, No ratings 41.8959303, -87.683171
Yolk - Lakeview, OPERATIONAL, 501 West Diversey Parkway, Chicago, 2, 4.3, No ratings 41.9327264, -87.6416658
Shokolad Pastry & Cafe, OPERATIONAL, 2524 West Chicago Avenue, Chicago, 1, 4.8, No ratings 41.8958553, -87.69037580000001
Dunkin', OPERATIONAL, 1575 South Michigan Avenue, Chicago, 1, 3.8, No ratings 41.8604154, -87.62374439999999
Corridor Brewery & Provisions, OPERATIONAL, 3446 North Southport Avenue, Chicago, 2, 4.5, No ratings 41.9447567, -87.66414859999999
Kanela Breakfast Club, OPERATIONAL, 502 East Illinois Street, Chicago, 2, 4.1, No ratings 41.8912776, -87.6149648
Lillie's Q, OPERATIONAL, 417 North Ashland Avenue, Chicago, 2, 4.2, No ratings 41.8894087, -87.6667095
Roti, CLOSED_TEMPORARILY, 55 East Jackson Boulevard, Chicago, 1, 4.3, No ratings 41.8780109, -87.62546449999999
Yee's Cantonese Kitchen（阿二美食）, OPERATIONAL, 220 West 31st Street, Chicago, 2, 3.7, No ratings 41.8383837, -87.63253259999999
Sultan's Market, OPERATIONAL, 1738 West 18th Street, Chicago, 1, 3.8, No ratings 41.85794, -87.6702291
Panera Bread, OPERATIONAL, 1653 West Congress Parkway, Chicago, 2, 2.4, No ratings 41.8746266, -87.66869109999999
Chispa Chicago, OPERATIONAL, 1806 South Damen Avenue, Chicago, Price information not available, No rating, No ratings 41.8574461, -87.6761313
Thai Pastry Restaurant, OPERATIONAL, 1113 West Argyle Street, Chicago, 2, 3.9, No ratings 41.9731046, -87.6583304
Salerno's Nautical Playpen, CLOSED_TEMPORARILY, 3155 South Lake Shore Drive, Chicago, 2, 4.3, No ratings 41.8384568, -87.60672989999999
Vincent, OPERATIONAL, 1475 West Balmoral Avenue, Chicago, 2, 4.5, No ratings 41.9797424, -87.66777569999999
Starbucks, OPERATIONAL, 1601 West Irving Park Road, Chicago, 2, 4.2, No ratings 41.95409309999999, -87.6692502
Little Wok - Lakeview, OPERATIONAL, 3144 North Broadway, Chicago, 2, 4.2, No ratings 41.9390051, -87.64460439999999
Andy's Thai Kitchen, OPERATIONAL, 950 West Diversey Parkway, Chicago, 2, 4.4, No ratings 41.932783, -87.6534256
Kikka Sushi, OPERATIONAL, 1101 South Canal Street Suite 107, Chicago, Price information not available, No rating, No ratings 41.86862259999999, -87.6385339
SoJu BBQ, OPERATIONAL, 36 South Ashland Avenue, Chicago, 2, 4.2, No ratings 41.8804776, -87.6670036
Atotonilco Taqueria, OPERATIONAL, 1649 West 47th Street, Chicago, 2, 4, No ratings 41.8084656, -87.6669249
LiteHouse Whole Food Grill, OPERATIONAL, 1368 East 53rd Street, Chicago, 2, 4.1, No ratings 41.79966539999999, -87.59242069999999
Five Squared Pizza, OPERATIONAL, 1332 North Halsted Street, Chicago, 1, 5, No ratings 41.906152, -87.64844140000001
D 4 Cafe on Western(Bosnian Food), OPERATIONAL, 5806 North Western Avenue, Chicago, Price information not available, 4.8, No ratings 41.9870792, -87.6898822
Crushed Pizzeria, OPERATIONAL, 1607 West Montrose Avenue, Chicago, 1, 4.9, No ratings 41.9614577, -87.6697279
Pelly's Liquors, OPERATIONAL, 3421 North Lincoln Avenue, Chicago, Price information not available, 4.3, No ratings 41.9440642, -87.67146319999999
XOCO, OPERATIONAL, 65 West Illinois Street, Chicago, 2, 4.5, No ratings 41.8907351, -87.630605
Popeyes Louisiana Kitchen, OPERATIONAL, 1600 West Irving Park Road, Chicago, 1, 3.9, No ratings 41.95453699999999, -87.6694844
Hing Kee, OPERATIONAL, 2140 South Archer Avenue, Chicago, 1, 4.1, No ratings 41.8539711, -87.63381419999999
Corner Bakery, OPERATIONAL, London House, ENTRANCE ON WACKER DRIVE, 360 North Michigan Avenue, Chicago, 2, 4, No ratings 41.88812, -87.625075
Thee Beauty Bar, OPERATIONAL, 810 East 43rd Street, Chicago, 1, 4.5, No ratings 41.8169363, -87.606258
Bacino's Italian Grill, OPERATIONAL, 248 West Diversey Parkway, Chicago, 2, 4, No ratings 41.933573, -87.6354685
Giordano's, OPERATIONAL, 2010 West Montrose Avenue, Chicago, 2, 4.2, No ratings 41.9616052, -87.6796741
Chicago Burger Company, CLOSED_TEMPORARILY, 301 East North Water Street, Chicago, Price information not available, 3.8, No ratings 41.88913300000001, -87.61985
Snack Shop, OPERATIONAL, 452 West Pershing Road, Chicago, 1, 4.4, No ratings 41.8239053, -87.6382579
Dock's, OPERATIONAL, 1651 West Roosevelt Road, Chicago, 2, 4, No ratings 41.8664068, -87.6687096
Francesca's On Chestnut, OPERATIONAL, 200 East Chestnut Street, Chicago, 2, 4.7, No ratings 41.8985558, -87.6216786
Starbucks, OPERATIONAL, 39 West Division Street, Chicago, 2, 3.9, No ratings 41.9038016, -87.6301963
McDonald's, OPERATIONAL, 1664 South Blue Island Avenue, Chicago, 1, 3.5, No ratings 41.8584658, -87.66092929999999
FrancoSushi, OPERATIONAL, 925 West Huron Street, Chicago, 2, 5, No ratings 41.8948955, -87.6510213
Subway, OPERATIONAL, 1020 West Belmont Avenue, Chicago, 1, 3.6, No ratings 41.9400418, -87.65496230000001
Domino's Pizza, OPERATIONAL, 5912-14 North Clark Street, Chicago, 1, 3.2, No ratings 41.98893679999999, -87.6701968
Panda Express, OPERATIONAL, 130 East Randolph Street, Chicago, 1, 4, No ratings 41.8849569, -87.62305239999999
China Hut, OPERATIONAL, 2311 West Lawrence Avenue, Chicago, 2, 3.9, No ratings 41.9682687, -87.6870259
Safari Somali Cuisine, OPERATIONAL, 6319 North Ridge Avenue, Chicago, 1, 4.7, No ratings 41.99599300000001, -87.675719
Cocina Tarascas Mexican Restaurant, OPERATIONAL, 2585 North Clark Street, Chicago, 2, 4.2, No ratings 41.93, -87.6430556
Dulce Mami Café, OPERATIONAL, 2559 West 51st Street, Chicago, Price information not available, 4.1, No ratings 41.8007915, -87.68891909999999
Peking Chinese Kitchen, OPERATIONAL, 3167 North Halsted Street, Chicago, 1, 4, No ratings 41.939735, -87.64911169999999
McDonald's, OPERATIONAL, 1831 West Devon Avenue, Chicago, 1, 3.5, No ratings 41.9975545, -87.6761898
McDonald's, OPERATIONAL, 23 North Western Avenue, Chicago, 1, 3.3, No ratings 41.8819112, -87.6860056
Ann Sather Restaurant & Catering, OPERATIONAL, 3415 North Broadway, Chicago, 1, 4.5, No ratings 41.9438308, -87.6449066
Sammy's Touch, OPERATIONAL, 2537 South Wabash Avenue suite 13, Chicago, Price information not available, 5, No ratings 41.8463923, -87.62488859999999
En Hakkore Sushi Burrito & Poke Bowl, OPERATIONAL, 1467 North Milwaukee Avenue, Chicago, 1, 4.7, No ratings 41.9085924, -87.6744212
Dunkin', OPERATIONAL, 1244 North Ashland Avenue, Chicago, 1, 3.5, No ratings 41.9051416, -87.6677709
Chipotle Mexican Grill, OPERATIONAL, 2743 North Elston Avenue, Chicago, 1, 3.8, No ratings 41.9316663, -87.6863773
BBQ King 88 皇上皇, OPERATIONAL, 2105 South Jefferson Street, Chicago, 2, 2.9, No ratings 41.85391850000001, -87.64159219999999
Starbucks, OPERATIONAL, 520 North Ogden Avenue, Chicago, 2, 4.2, No ratings 41.89165959999999, -87.6589012
Strapoli Pizzeria and All Day Cafe, OPERATIONAL, 545 West Diversey Parkway, Chicago, 2, 4.9, No ratings 41.9326967, -87.643098
Back of the Yards Energy Drinks, OPERATIONAL, 1725 West 47th Street Suite 1R, Chicago, Price information not available, 5, No ratings 41.8083024, -87.6684571
LEE WING WAH, OPERATIONAL, 2147 South China Place, Chicago, 2, 3.7, No ratings 41.8539452, -87.63425409999999
5 Rabanitos Restaurante & Taqueria, OPERATIONAL, 1758 West 18th Street, Chicago, 2, 4.5, No ratings 41.8578388, -87.67093
QDOBA Mexican Eats, OPERATIONAL, 957 West Diversey Parkway, Chicago, 1, 4.2, No ratings 41.9323791, -87.65348689999999
Jimmy's Pizza Cafe, OPERATIONAL, 2434 West Montrose Avenue, Chicago, 1, 4.6, No ratings 41.9615397, -87.690125
East Cafe & Restaurant, CLOSED_TEMPORARILY, 5710 North Western Avenue, Chicago, Price information not available, 3, No ratings 41.9853929, -87.6897209
FIRE JERK, CLOSED_TEMPORARILY, 750 West Garfield Boulevard, Chicago, 1, 4, No ratings 41.7944566, -87.6447111
Brazilian Bowl, OPERATIONAL, 3204 North Broadway, Chicago, 1, 4.3, No ratings 41.940287, -87.6445476
Galleria Market, OPERATIONAL, 340 West Superior Street, Chicago, 2, 4, No ratings 41.89571520000001, -87.6373156
Forklift, OPERATIONAL, 1001 West North Avenue, Chicago, 2, No rating, No ratings 41.910521, -87.6536047
Spoken Cafe, OPERATIONAL, 1812 West Montrose Avenue, Chicago, 1, 4.7, No ratings 41.9616281, -87.67502499999999
Tiztal Cafe, OPERATIONAL, 4631 North Clark Street, Chicago, 1, 4.7, No ratings 41.96619700000001, -87.6666762
Taquería El Charro I, OPERATIONAL, 6661 North Clark Street, Chicago, 1, 4.4, No ratings 42.0033783, -87.6722424
SUSHI DOKKU Japanese Restaurant, OPERATIONAL, 823 West Randolph Street, Chicago, 2, 4.5, No ratings 41.8840703, -87.6484589
Dante’s Tavern, OPERATIONAL, 1936 West Chicago Avenue, Chicago, 1, 4.5, No ratings 41.8961242, -87.67609159999999
Chipotle Mexican Grill, OPERATIONAL, 5224 North Broadway Ste 102, Chicago, 1, 3.9, No ratings 41.9771353, -87.66040989999999
Dell' Rooster Restaurant & Bar, OPERATIONAL, 1825 West Chicago Avenue, Chicago, 2, 4.9, No ratings 41.8957474, -87.6732359
Morton's The Steakhouse, OPERATIONAL, 65 East Wacker Place, Chicago, 4, 4.3, No ratings 41.8865242, -87.62554170000001
Luis Tacos, OPERATIONAL, 2646 South Leavitt Street, Chicago, Price information not available, No rating, No ratings 41.8452864, -87.6807247
Don's Grill, OPERATIONAL, 1837 South Western Avenue, Chicago, 1, 4.5, No ratings 41.856511, -87.685566
Farmer's Fridge, OPERATIONAL, 1200 South Lake Shore Drive, Chicago, Price information not available, 3.5, No ratings 41.8673898, -87.61419049999999
Carbon Live Fire Mexican Grill, OPERATIONAL, 810 North Marshfield Avenue, Chicago, 1, 4.3, No ratings 41.89637099999999, -87.668643
3 Little Pigs Chi (3LP), OPERATIONAL, 964 West 31st Street, Chicago, Price information not available, 4.4, No ratings 41.8381435, -87.6512729
Volare Ristorante Italiano, OPERATIONAL, 201 East Grand Avenue, Chicago, 2, 4.6, No ratings 41.8915361, -87.6225667
FH JerkGOD, OPERATIONAL, 111 East 51st Street, Chicago, Price information not available, 4.8, No ratings 41.8018341, -87.62188739999999
Mondragon, OPERATIONAL, 2212 West Devon Avenue, Chicago, 1, 3.9, No ratings 41.9980767, -87.6858467
Cheesie's Pub & Grub - Lakeview, OPERATIONAL, 958 West Belmont Avenue, Chicago, 1, 4.5, No ratings 41.94011049999999, -87.6538072
Bar Louie - Printers Row, OPERATIONAL, 47 West Polk Street, Chicago, 2, 4.2, No ratings 41.8720742, -87.62890469999999
Krispy Krunchy Chicken, OPERATIONAL, 5130 South Lake Park Avenue, Chicago, 1, 3.3, No ratings 41.801358, -87.5883214
Buona, OPERATIONAL, 613 North McClurg Court, Chicago, 2, 4.3, No ratings 41.8931362, -87.6175064
Maggie Gyros, OPERATIONAL, 349 East 47th Street, Chicago, 1, 3.9, No ratings 41.80926780000001, -87.6176011
Carnitas Don Pedro, OPERATIONAL, 1113 West 18th Street, Chicago, 2, 4.5, No ratings 41.8577275, -87.6538356
Dunkin', OPERATIONAL, 1200 West Loyola Avenue, Chicago, 1, 3.7, No ratings 42.0009929, -87.6609579
Piezano's Pizza & Grinder Co, OPERATIONAL, 2601 West 47th Street, Chicago, 2, 3.6, No ratings 41.8081622, -87.68951179999999
The Galway Arms, OPERATIONAL, 2442 North Clark Street, Chicago, 2, 4.5, No ratings 41.9266257, -87.6413218
Angel’s Tacos, CLOSED_TEMPORARILY, 1437 West 51st Street, Chicago, Price information not available, 5, No ratings 41.8011324, -87.6613926
Au Bon Pain, CLOSED_TEMPORARILY, 1700 West Van Buren Street #200, Chicago, 2, 3.7, No ratings 41.8764519, -87.6702674
Slim's, OPERATIONAL, 2020 West Montrose Avenue, Chicago, 1, 4.4, No ratings 41.9616103, -87.6799563
Rock Wrap & Roll, OPERATIONAL, 2187 North Clybourn Avenue, Chicago, 2, 4.5, No ratings 41.92130969999999, -87.66365379999999
The Tin Lizzie, OPERATIONAL, 2483 North Clark Street, Chicago, 1, 4.5, No ratings 41.92769279999999, -87.6415768
Tryzub Ukrainian Kitchen, OPERATIONAL, 2201 West Chicago Avenue, Chicago, 2, 4.6, No ratings 41.89566110000001, -87.6821111
Taco Moro Lakeview, OPERATIONAL, 1415 West Irving Park Road UNIT A, Chicago, 1, 4.5, No ratings 41.9539603, -87.6649927
veggitopia, OPERATIONAL, 850 West Superior Street, Chicago, 1, 4.1, No ratings 41.89573499999999, -87.64965199999999
Turtle's Bar & Grill, OPERATIONAL, 238 West 33rd Street, Chicago, 2, 4.5, No ratings 41.8346954, -87.6330665
Carmela's Taqueria, OPERATIONAL, 1206 West Lawrence Avenue, Chicago, 1, 4.4, No ratings 41.96911910000001, -87.6601827
Cloud 9 Nutrition, OPERATIONAL, 4056 North Lincoln Avenue, Chicago, Price information not available, 4, No ratings 41.95561679999999, -87.6800943
Subway, OPERATIONAL, 6555 North Clark Street, Chicago, 1, 3.9, No ratings 42.0015885, -87.6713451
Jiang Niu BBQ House Chinatown, OPERATIONAL, 2300 South Archer Avenue, Chicago, 2, 4.2, No ratings 41.8510753, -87.6388411
Athena Greek Restaurant, OPERATIONAL, 212 South Halsted Street #1, Chicago, 2, 4.4, No ratings 41.878736, -87.64763370000001
Aloha Wagon, OPERATIONAL, 2023 South Western Avenue, Chicago, 1, 4.8, No ratings 41.8540363, -87.6854652
Noodles and Company, OPERATIONAL, 2000 North Clybourn Avenue, Chicago, 1, 4, No ratings 41.91768039999999, -87.6599992
Portillo's & Barnelli's Chicago, OPERATIONAL, 100 West Ontario Street, Chicago, 1, 4.4, No ratings 41.89351099999999, -87.6315393
Chipotle Mexican Grill, OPERATIONAL, 6600 North Sheridan Road, Chicago, 1, 3.9, No ratings 42.0027286, -87.6612195
Dunkin', OPERATIONAL, 823 North Western Avenue, Chicago, 1, 4.1, No ratings 41.89630209999999, -87.6863997
Wake ‘n Bacon, OPERATIONAL, 420 West Belmont Avenue, Chicago, 2, 4.1, No ratings 41.94022090000001, -87.6403387
Siam Thai, OPERATIONAL, 1639 East 55th Street, Chicago, 1, 4.3, No ratings 41.79508, -87.58502399999999
KOHOKU-KU RAMEN CHICAGO, OPERATIONAL, 1136 West Thorndale Avenue, Chicago, 2, 4.8, No ratings 41.99020429999999, -87.659741
Closed, OPERATIONAL, 2200 North Clybourn Avenue, Chicago, 1, 4.4, No ratings 41.9217218, -87.66473739999999
North Pond, OPERATIONAL, 2610 North Cannon Drive, Chicago, 4, 4.6, No ratings 41.9298705, -87.6374652
The Rabbit Hole, OPERATIONAL, 1208 North Wells Street, Chicago, 2, 4.4, No ratings 41.9041667, -87.6347222
Italian Fiesta Pizzeria - 47th St, OPERATIONAL, 1306 East 47th Street, Chicago, 2, 3.5, No ratings 41.81035159999999, -87.595066
Taco Rio Cantina, CLOSED_TEMPORARILY, 435, Chicago Riverwalk, Chicago, Price information not available, 4.3, No ratings 41.88781719999999, -87.61567439999999
Room 500, OPERATIONAL, 1725 West Harrison Street ste 500, Chicago, 1, 5, No ratings 41.8735436, -87.6703863
ChickWow, OPERATIONAL, 1120 West Taylor Street, Chicago, 1, No rating, No ratings 41.8696403, -87.6551636
Subway, OPERATIONAL, 1917 West Fullerton Avenue, Chicago, 1, 3.9, No ratings 41.9248708, -87.67655979999999
Ben's Fast Food, OPERATIONAL, 850 West Superior Street, Chicago, 1, 4.6, No ratings 41.89573499999999, -87.64965199999999
Su Taqueria El Rey Del Taco, OPERATIONAL, 1676 West Ogden Avenue, Chicago, 1, 4.4, No ratings 41.8793281, -87.6690036
Norman's Bistro, OPERATIONAL, 1001 East 43rd Street, Chicago, 2, 4.2, No ratings 41.8167265, -87.6016437
Dunkin', OPERATIONAL, 2111 West Division Street, Chicago, 1, 3.8, No ratings 41.9029359, -87.6802565
Leon's Chicago's Best Barbecue and Grill, OPERATIONAL, 2537 South Wabash Avenue, Chicago, 2, 2.3, No ratings 41.8463923, -87.62488859999999
Tortorice's Pizza, OPERATIONAL, 2101 West Irving Park Road, Chicago, 2, 4.2, No ratings 41.9538426, -87.681405
El Nuevo Taconazo Restaurant, OPERATIONAL, 2350 West Cermak Road, Chicago, 1, 4.1, No ratings 41.8523057, -87.68521640000002
Nia Restaurant and Wine Bar, OPERATIONAL, 803 West Randolph Street, Chicago, 2, 4.4, No ratings 41.884169, -87.647645
Gorilla Sushi Bar On Clark, OPERATIONAL, 4617 North Clark Street, Chicago, 1, 4.2, No ratings 41.9658558, -87.6665872
Kings Dining & Entertainment, OPERATIONAL, 1500 North Clybourn Avenue, Chicago, 2, 4.2, No ratings 41.9083828, -87.6463292
Guthries Tavern, OPERATIONAL, 1300 West Addison Street, Chicago, 1, 4.6, No ratings 41.94731090000001, -87.66175489999999
The J. Parker, OPERATIONAL, 1816 North Clark Street, Chicago, 2, 4.3, No ratings 41.91526999999999, -87.63438
Starbucks, OPERATIONAL, 4015 North Lincoln Avenue, Chicago, 2, 4.3, No ratings 41.9547106, -87.67893749999999
La Mexicana Taqueria, OPERATIONAL, 815 West 35th Street, Chicago, 1, 3.8, No ratings 41.8305817, -87.6467443
Macau Tasty House, OPERATIONAL, United States, Price information not available, No rating, No ratings 41.8418538, -87.632025
Anteprima, OPERATIONAL, 5316 North Clark Street, Chicago, 2, 4.5, No ratings 41.9785592, -87.6685509
Restaurante y Taquería Guerrero, OPERATIONAL, 1922 West 47th Street, Chicago, Price information not available, 4.4, No ratings 41.80869070000001, -87.6732665
Westside Gyros Restaurant, OPERATIONAL, 754 South Western Avenue, Chicago, 1, 4.1, No ratings 41.8713412, -87.686358
Rizzo's Bar & Inn, OPERATIONAL, 3658 North Clark Street, Chicago, 2, 4.2, No ratings 41.9486313, -87.6579208
The Momo World, OPERATIONAL, 727 West Maxwell Street, Chicago, 1, 4.5, No ratings 41.8646827, -87.64611099999999
Punch House, OPERATIONAL, 1227 West 18th Street, Chicago, 2, 4.5, No ratings 41.8577778, -87.6575
The Nile of Hyde Park, OPERATIONAL, 1162 East 55th Street, Chicago, 2, 4.3, No ratings 41.79518669999999, -87.5971299
Cermak Farm Live Poultry, OPERATIONAL, 1823 West Cermak Road, Chicago, Price information not available, 4.8, No ratings 41.85214169999999, -87.67195939999999
Uncle Mike's Place, OPERATIONAL, 1700 West Grand Avenue, Chicago, 1, 4.7, No ratings 41.8910764, -87.6699019
Alulu Brewery and Pub, OPERATIONAL, 2011 South Laflin Street, Chicago, 1, 4.5, No ratings 41.854742, -87.6634119
Church's Texas Chicken, OPERATIONAL, 1755 West Jackson Boulevard, Chicago, 1, 3.9, No ratings 41.87740600000001, -87.6712233
Crab King Cajun Boil & Bar, OPERATIONAL, 3443 North Broadway, Chicago, 2, 4.6, No ratings 41.94467659999999, -87.64549769999999
UP Comedy Club, OPERATIONAL, 230 West North Avenue, Chicago, Price information not available, 4.6, No ratings 41.9113631, -87.63565369999999
Aunty Joy's Jerk & Pizza, OPERATIONAL, 6322 North Broadway, Chicago, 1, 3.9, No ratings 41.99710339999999, -87.66076849999999
Pat's Pizza & Ristorante, OPERATIONAL, 2679 North Lincoln Avenue, Chicago, 2, 4.5, No ratings 41.93083739999999, -87.6558397
Klay Oven Kitchen, OPERATIONAL, 131 North Clinton Street, Chicago, 1, 4.1, No ratings 41.8840838, -87.6408648
Tacos Los Primos, OPERATIONAL, 5754 North Western Avenue, Chicago, 2, 4.5, No ratings 41.9866622, -87.68983410000001
McDonald's, OPERATIONAL, 600 East Grand Avenue, Chicago, 1, 2.6, No ratings 41.8915244, -87.60873699999999
Mario's Italian Lemonade, CLOSED_TEMPORARILY, 1068 West Taylor Street, Chicago, 1, 4.7, No ratings 41.8696695, -87.6538286
Shinju Sushi, OPERATIONAL, 1375 East 53rd Street, Chicago, 2, 4.2, No ratings 41.7993791, -87.5921456
Ina's Restaurant, OPERATIONAL, 1738 West 47th Street, Chicago, Price information not available, 4.1, No ratings 41.8087804, -87.66895079999999
TGI Fridays, OPERATIONAL, 153 East Erie Street, Chicago, 2, 3.9, No ratings 41.8939723, -87.6234042
Michael's Original Pizzeria & Tavern, OPERATIONAL, 4091 North Broadway, Chicago, 1, 4.6, No ratings 41.9568838, -87.65175459999999
Club Lago, OPERATIONAL, 331 West Superior Street, Chicago, 2, 4.6, No ratings 41.8954138, -87.63696209999999
Gio's Cafe And Deli, OPERATIONAL, 2724 South Lowe Avenue, Chicago, 2, 4.7, No ratings 41.8436568, -87.6429284
Subway, OPERATIONAL, 750 North Wells Street, Chicago, 1, 3.8, No ratings 41.896248, -87.6346394
Estrella Negra, OPERATIONAL, 2346 West Fullerton Avenue, Chicago, 2, 4.6, No ratings 41.9250076, -87.6870885
La Markeza, OPERATIONAL, 4559 South Halsted Street, Chicago, Price information not available, 5, No ratings 41.810796, -87.6452852
